"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BGR","LIFEEXP","TOT","YR","A","1989",71.4,
"BGR","LIFEEXP","TOT","YR","A","1990",71.2,
"BGR","LIFEEXP","TOT","YR","A","1991",71.1,
"BGR","LIFEEXP","TOT","YR","A","1992",71.2,
"BGR","LIFEEXP","TOT","YR","A","1993",71.2,
"BGR","LIFEEXP","TOT","YR","A","1994",70.9,
"BGR","LIFEEXP","TOT","YR","A","1995",71,
"BGR","LIFEEXP","TOT","YR","A","1996",70.8,
"BGR","LIFEEXP","TOT","YR","A","1997",70.3,
"BGR","LIFEEXP","TOT","YR","A","1998",70.9,
"BGR","LIFEEXP","TOT","YR","A","1999",71.6,
"BGR","LIFEEXP","TOT","YR","A","2000",71.6,
"BGR","LIFEEXP","TOT","YR","A","2001",71.9,
"BGR","LIFEEXP","TOT","YR","A","2002",72.1,
"BGR","LIFEEXP","TOT","YR","A","2003",72.3,
"BGR","LIFEEXP","TOT","YR","A","2004",72.5,
"BGR","LIFEEXP","TOT","YR","A","2005",72.5,
"BGR","LIFEEXP","TOT","YR","A","2006",72.7,
"BGR","LIFEEXP","TOT","YR","A","2007",73,
"BGR","LIFEEXP","TOT","YR","A","2008",73.3,
"BGR","LIFEEXP","TOT","YR","A","2009",73.7,
"BGR","LIFEEXP","TOT","YR","A","2010",73.8,
"BGR","LIFEEXP","TOT","YR","A","2011",74.2,
"BGR","LIFEEXP","TOT","YR","A","2012",74.4,
"BGR","LIFEEXP","TOT","YR","A","2013",74.9,
"BGR","LIFEEXP","TOT","YR","A","2014",74.5,
"BGR","LIFEEXP","TOT","YR","A","2015",74.7,
"BGR","LIFEEXP","TOT","YR","A","2016",74.9,
"BGR","LIFEEXP","TOT","YR","A","2017",74.8,
"BGR","LIFEEXP","TOT","YR","A","2018",75,
"BGR","LIFEEXP","TOT","YR","A","2019",75.1,
"BGR","LIFEEXP","TOT","YR","A","2020",73.6,
"BGR","LIFEEXP","TOT","YR","A","2021",71.4,
"HRV","LIFEEXP","TOT","YR","A","2001",74.6,
"HRV","LIFEEXP","TOT","YR","A","2002",74.7,
"HRV","LIFEEXP","TOT","YR","A","2003",74.6,
"HRV","LIFEEXP","TOT","YR","A","2004",75.4,
"HRV","LIFEEXP","TOT","YR","A","2005",75.3,
"HRV","LIFEEXP","TOT","YR","A","2006",75.9,
"HRV","LIFEEXP","TOT","YR","A","2007",75.8,
"HRV","LIFEEXP","TOT","YR","A","2008",76,
"HRV","LIFEEXP","TOT","YR","A","2009",76.3,
"HRV","LIFEEXP","TOT","YR","A","2010",76.7,
"HRV","LIFEEXP","TOT","YR","A","2011",77.2,
"HRV","LIFEEXP","TOT","YR","A","2012",77.3,
"HRV","LIFEEXP","TOT","YR","A","2013",77.8,
"HRV","LIFEEXP","TOT","YR","A","2014",77.9,
"HRV","LIFEEXP","TOT","YR","A","2015",77.5,
"HRV","LIFEEXP","TOT","YR","A","2016",78.2,
"HRV","LIFEEXP","TOT","YR","A","2017",78,
"HRV","LIFEEXP","TOT","YR","A","2018",78.2,
"HRV","LIFEEXP","TOT","YR","A","2019",78.6,
"HRV","LIFEEXP","TOT","YR","A","2020",77.8,
"HRV","LIFEEXP","TOT","YR","A","2021",76.8,
"PER","LIFEEXP","TOT","YR","A","1970",54.2,
"PER","LIFEEXP","TOT","YR","A","1971",54.9,
"PER","LIFEEXP","TOT","YR","A","1972",55.7,
"PER","LIFEEXP","TOT","YR","A","1973",56.4,
"PER","LIFEEXP","TOT","YR","A","1974",57,
"PER","LIFEEXP","TOT","YR","A","1975",57.6,
"PER","LIFEEXP","TOT","YR","A","1976",58.1,
"PER","LIFEEXP","TOT","YR","A","1977",58.6,
"PER","LIFEEXP","TOT","YR","A","1978",59.2,
"PER","LIFEEXP","TOT","YR","A","1979",59.7,
"PER","LIFEEXP","TOT","YR","A","1980",60.2,
"PER","LIFEEXP","TOT","YR","A","1981",60.8,
"PER","LIFEEXP","TOT","YR","A","1982",61.4,
"PER","LIFEEXP","TOT","YR","A","1983",62,
"PER","LIFEEXP","TOT","YR","A","1984",62.5,
"PER","LIFEEXP","TOT","YR","A","1985",63.1,
"PER","LIFEEXP","TOT","YR","A","1986",63.7,
"PER","LIFEEXP","TOT","YR","A","1987",64.3,
"PER","LIFEEXP","TOT","YR","A","1988",65,
"PER","LIFEEXP","TOT","YR","A","1989",65.6,
"PER","LIFEEXP","TOT","YR","A","1990",66.2,
"PER","LIFEEXP","TOT","YR","A","1991",66.8,
"PER","LIFEEXP","TOT","YR","A","1992",67.3,
"PER","LIFEEXP","TOT","YR","A","1993",67.9,
"PER","LIFEEXP","TOT","YR","A","1994",68.4,
"PER","LIFEEXP","TOT","YR","A","1995",68.9,
"PER","LIFEEXP","TOT","YR","A","1996",69.4,
"PER","LIFEEXP","TOT","YR","A","1997",69.8,
"PER","LIFEEXP","TOT","YR","A","1998",70.3,
"PER","LIFEEXP","TOT","YR","A","1999",70.7,
"PER","LIFEEXP","TOT","YR","A","2000",71.1,
"PER","LIFEEXP","TOT","YR","A","2001",71.5,
"PER","LIFEEXP","TOT","YR","A","2002",71.9,
"PER","LIFEEXP","TOT","YR","A","2003",72.2,
"PER","LIFEEXP","TOT","YR","A","2004",72.6,
"PER","LIFEEXP","TOT","YR","A","2005",72.9,
"PER","LIFEEXP","TOT","YR","A","2006",73.2,
"PER","LIFEEXP","TOT","YR","A","2007",73.5,
"PER","LIFEEXP","TOT","YR","A","2008",73.8,
"PER","LIFEEXP","TOT","YR","A","2009",74.1,
"PER","LIFEEXP","TOT","YR","A","2010",74.4,
"PER","LIFEEXP","TOT","YR","A","2011",74.7,
"PER","LIFEEXP","TOT","YR","A","2012",75,
"PER","LIFEEXP","TOT","YR","A","2013",75.3,
"PER","LIFEEXP","TOT","YR","A","2014",75.5,
"PER","LIFEEXP","TOT","YR","A","2015",75.8,
"PER","LIFEEXP","TOT","YR","A","2016",76,
"PER","LIFEEXP","TOT","YR","A","2017",76.3,
"PER","LIFEEXP","TOT","YR","A","2018",76.5,
"PER","LIFEEXP","TOT","YR","A","2019",76.7,
"PER","LIFEEXP","TOT","YR","A","2020",77,
"ROU","LIFEEXP","TOT","YR","A","1970",68.2,
"ROU","LIFEEXP","TOT","YR","A","1971",68.7,
"ROU","LIFEEXP","TOT","YR","A","1972",69.2,
"ROU","LIFEEXP","TOT","YR","A","1973",68.8,
"ROU","LIFEEXP","TOT","YR","A","1974",69.7,
"ROU","LIFEEXP","TOT","YR","A","1975",69.8,
"ROU","LIFEEXP","TOT","YR","A","1976",70,
"ROU","LIFEEXP","TOT","YR","A","1977",69.8,
"ROU","LIFEEXP","TOT","YR","A","1978",69.8,
"ROU","LIFEEXP","TOT","YR","A","1979",69.5,
"ROU","LIFEEXP","TOT","YR","A","1980",69.2,
"ROU","LIFEEXP","TOT","YR","A","1981",69.5,
"ROU","LIFEEXP","TOT","YR","A","1982",69.8,
"ROU","LIFEEXP","TOT","YR","A","1983",69.8,
"ROU","LIFEEXP","TOT","YR","A","1984",69.8,
"ROU","LIFEEXP","TOT","YR","A","1985",69.3,
"ROU","LIFEEXP","TOT","YR","A","1986",69.7,
"ROU","LIFEEXP","TOT","YR","A","1987",69,
"ROU","LIFEEXP","TOT","YR","A","1988",69.4,
"ROU","LIFEEXP","TOT","YR","A","1989",69.7,
"ROU","LIFEEXP","TOT","YR","A","1990",69.9,
"ROU","LIFEEXP","TOT","YR","A","1991",70.1,
"ROU","LIFEEXP","TOT","YR","A","1992",69.5,
"ROU","LIFEEXP","TOT","YR","A","1993",69.5,
"ROU","LIFEEXP","TOT","YR","A","1994",69.4,
"ROU","LIFEEXP","TOT","YR","A","1995",69.3,
"ROU","LIFEEXP","TOT","YR","A","1996",68.8,
"ROU","LIFEEXP","TOT","YR","A","1997",69.1,
"ROU","LIFEEXP","TOT","YR","A","1998",69.9,
"ROU","LIFEEXP","TOT","YR","A","1999",70.6,
"ROU","LIFEEXP","TOT","YR","A","2000",71.2,
"ROU","LIFEEXP","TOT","YR","A","2001",71.1,
"ROU","LIFEEXP","TOT","YR","A","2002",70.9,
"ROU","LIFEEXP","TOT","YR","A","2003",71,
"ROU","LIFEEXP","TOT","YR","A","2004",71.4,
"ROU","LIFEEXP","TOT","YR","A","2005",71.9,
"ROU","LIFEEXP","TOT","YR","A","2006",72.5,
"ROU","LIFEEXP","TOT","YR","A","2007",73.1,
"ROU","LIFEEXP","TOT","YR","A","2008",73.5,
"ROU","LIFEEXP","TOT","YR","A","2009",73.7,
"ROU","LIFEEXP","TOT","YR","A","2010",73.7,
"ROU","LIFEEXP","TOT","YR","A","2011",74.4,
"ROU","LIFEEXP","TOT","YR","A","2012",74.4,
"ROU","LIFEEXP","TOT","YR","A","2013",75.1,
"ROU","LIFEEXP","TOT","YR","A","2014",75,
"ROU","LIFEEXP","TOT","YR","A","2015",74.9,
"ROU","LIFEEXP","TOT","YR","A","2016",75.2,
"ROU","LIFEEXP","TOT","YR","A","2017",75.2,
"ROU","LIFEEXP","TOT","YR","A","2018",75.3,
"ROU","LIFEEXP","TOT","YR","A","2019",75.6,
"ROU","LIFEEXP","TOT","YR","A","2020",74.2,
"ROU","LIFEEXP","TOT","YR","A","2021",72.9,
